,release_date,tmdb_id,name,countries,box_office_revenue,genres,composers
2701,2008,16409.0,Last Chance Harvey,['United States of America'],32556175.0,"['Romantic drama', 'Romance Film', 'Drama', 'Indie', 'Slice of life story']",
2702,1976,6037.0,Murder by Death,['United States of America'],32511047.0,"['Parody', 'Thriller', 'Detective fiction', 'Detective', 'Ensemble Film', 'Mystery', 'Comedy', 'Crime Thriller', 'Whodunit']","[Composer(id=10771, name='Dave Grusin', birthday='1934-06-26', gender=2, homepage=None, place_of_birth='Littleton, Colorado, USA', date_first_appearance='1967-09-01')]"
2703,1971,21142.0,Billy Jack,['United States of America'],32500000.0,"['Action/Adventure', 'Action', 'Martial Arts Film', 'Drama', 'Adventure']","[Composer(id=40240, name='Mundell Lowe', birthday='1922-04-21', gender=2, homepage=None, place_of_birth=None, date_first_appearance='1962-03-23')]"
2704,2007,8329.0,REC,['Spain'],32492948.0,"['Zombie Film', 'Romance Film', 'Horror', 'World cinema', 'Supernatural']",
2705,1981,19114.0,Endless Love,['United States of America'],32492674.0,"['Coming of age', 'Tragedy', 'Drama', 'Romance Film', 'Teen']","[Composer(id=60790, name='Jonathan Tunick', birthday='1938-04-19', gender=2, homepage=None, place_of_birth=None, date_first_appearance='1979-10-24')]"
2706,1991,1713.0,Jungle Fever,['United States of America'],32482682.0,"['Romantic drama', 'Romance Film', 'Drama', 'Social issues']","[Composer(id=5287, name='Terence Blanchard', birthday='1962-03-13', gender=2, homepage='http://www.terenceblanchard.com', place_of_birth='New Orleans, Louisiana, USA', date_first_appearance='1991-06-07'), Composer(id=18746, name='Stevie Wonder', birthday='1950-05-13', gender=2, homepage='http://www.steviewonder.net/', place_of_birth='Saginaw, Michigan, USA', date_first_appearance='1979-12-09')]"
2707,2009,17336.0,Fighting,['United States of America'],32474120.0,"['Crime Fiction', 'Thriller', 'Crime Drama', 'Boxing', 'Sports', 'Action/Adventure', 'Martial Arts Film', 'Drama', 'Action', 'Teen']",
2708,2012,101267.0,Katy Perry: Part of Me,['United States of America'],32439363.0,"['Music', 'Documentary']",
2709,2013,87818.0,Movie 43,['United States of America'],32438988.0,['Comedy'],"[Composer(id=15221, name='Tyler Bates', birthday='1965-06-05', gender=2, homepage='http://www.tylerbates.com', place_of_birth='Los Angeles, California, USA', date_first_appearance='1993-12-01'), Composer(id=23486, name='Christophe Beck', birthday='1972-11-30', gender=2, homepage='https://christophebeck.com/', place_of_birth='Montreal, Quebec, Canada', date_first_appearance='1996-10-30'), Composer(id=60009, name='William Goodrum', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='2003-01-01'), Composer(id=1038914, name='Dave Hodge', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='2013-01-24'), Composer(id=1272997, name='Leo Birenberg', birthday='1988-01-01', gender=2, homepage='http://leobirenberg.com/', place_of_birth='Kentucky, USA', date_first_appearance='2013-01-24'), Composer(id=2606770, name='Matt Jantzen', birthday='1981-03-21', gender=2, homepage=None, place_of_birth='Geneva, Switzerland', date_first_appearance='2007-09-01')]"
2710,1996,13997.0,Black Sheep,['United States of America'],32417995.0,"['Political cinema', 'Buddy film', 'Comedy', 'Slapstick']","[Composer(id=11166, name='William Ross', birthday='1948-07-20', gender=2, homepage=None, place_of_birth='U.S.', date_first_appearance='1993-11-05')]"
2711,1995,33542.0,Rumble in the Bronx,"['Hong Kong', 'Canada']",32392047.0,"['Crime Fiction', 'Thriller', 'World cinema', 'Action Comedy', 'Action/Adventure', 'Martial Arts Film', 'Comedy', 'Action', 'Chinese Movies']","[Composer(id=28156, name='J. Peter Robinson', birthday='1945-09-16', gender=2, homepage=None, place_of_birth='Fulmer, Buckinghamshire, England, UK', date_first_appearance='1986-11-21'), Composer(id=46324, name='Nathan Wang', birthday='1956-08-08', gender=2, homepage=None, place_of_birth='Los Angeles, California, United States', date_first_appearance='1995-01-21')]"
2712,1999,492.0,Being John Malkovich,['United States of America'],32382381.0,"['Workplace Comedy', 'Fantasy', 'Drama', 'Comedy', 'Black comedy', 'Fantasy Comedy']","[Composer(id=1225, name='Carter Burwell', birthday='1955-11-18', gender=2, homepage='http://www.carterburwell.com/main/carter_burwell.shtml', place_of_birth='New York City, New York, USA', date_first_appearance='1984-09-07')]"
2713,1986,29968.0,Nothing in Common,['United States of America'],32324557.0,"['Romantic comedy', 'Comedy-drama', 'Workplace Comedy', 'Drama', 'Comedy', 'Romance Film', 'Domestic Comedy']",
2714,2003,246.0,Zatoichi,['Japan'],32285593.0,"['Crime Fiction', 'Japanese Movies', 'World cinema', 'Action/Adventure', 'Martial Arts Film', 'Drama', 'Comedy', 'Music', 'Action']","[Composer(id=3436, name='Keiichi Suzuki', birthday=None, gender=2, homepage=None, place_of_birth='Tokyo, Tokyo, Japan', date_first_appearance='2002-08-03')]"
2715,1993,10436.0,The Age of Innocence,['United States of America'],32255440.0,"['Romance Film', 'Drama']","[Composer(id=7182, name='Elmer Bernstein', birthday='1922-04-04', gender=2, homepage=None, place_of_birth='New York City, New York, USA', date_first_appearance='1952-08-07')]"
2716,1987,1547.0,The Lost Boys,['United States of America'],32222567.0,"['Cult', 'Horror', 'Coming of age', 'Comedy', 'Teen']",
2717,1985,11509.0,Silverado,['United States of America'],32192570.0,"['Ensemble Film', 'Action/Adventure', 'Revisionist Western', 'Western', 'Comedy', 'Action']","[Composer(id=20897, name='Bruce Broughton', birthday='1945-03-08', gender=2, homepage=None, place_of_birth=None, date_first_appearance='1981-05-21')]"
2718,2000,2155.0,Reindeer Games,['United States of America'],32168970.0,"['Crime Fiction', 'Heist', 'Caper story', 'Action/Adventure', 'Thriller', 'Drama', 'Crime Thriller', 'Action']","[Composer(id=37, name='Alan Silvestri', birthday='1950-03-26', gender=2, homepage='https://www.alansilvestri.com', place_of_birth='New York City, New York, USA', date_first_appearance='1972-05-26')]"
2719,1988,10128.0,Alien Nation,['United States of America'],32155047.0,"['Thriller', 'Buddy film', 'Science Fiction', 'Drama']","[Composer(id=63906, name='Curt Sobel', birthday=None, gender=2, homepage=None, place_of_birth=None, date_first_appearance='1984-12-21')]"
2720,2011,38684.0,Jane Eyre,"['United States of America', 'United Kingdom']",32153173.0,"['Romantic drama', 'Romance Film', 'Drama', 'Period piece', 'Film adaptation']",
2721,2006,7457.0,Alpha Dog,['United States of America'],32141561.0,"['Crime Fiction', 'Crime Drama', 'Docudrama', 'Drama', 'Biographical film', 'Teen']","[Composer(id=40384, name='Aaron Zigman', birthday='1963-01-06', gender=2, homepage='https://www.aaronzigman.com/', place_of_birth='San Diego, California, USA', date_first_appearance='2002-02-15')]"
2722,2006,15163.0,Amazing Grace,"['United States of America', 'United Kingdom']",32120360.0,"['History', 'Romance Film', 'Biography', 'Drama']",
2723,2009,55749.0,April Bride,['Japan'],32112343.0,"['Japanese Movies', 'Melodrama', 'Drama']","[Composer(id=2256292, name='Yoshinori Ohashi', birthday='1978-07-12', gender=2, homepage='https://www.ohashi-trio.com/', place_of_birth='Chiba, Japan', date_first_appearance='2008-07-18')]"
2724,1992,10163.0,The Lawnmower Man,"['United States of America', 'Japan', 'United Kingdom']",32100816.0,"['Japanese Movies', 'Science Fiction', 'Horror', 'Sci-Fi Horror']",
2725,1988,10868.0,The Accused,"['United States of America', 'Canada']",32078318.0,"['Crime Fiction', 'Drama', 'Courtroom Drama']","[Composer(id=2722, name='Brad Fiedel', birthday='1951-03-10', gender=2, homepage=None, place_of_birth='New York City, New York, USA', date_first_appearance='1975-12-14')]"
2726,1971,41357.0,Summer of '42,['United States of America'],32063634.0,"['Americana', 'Period piece', 'Coming of age', 'Drama', 'Romantic drama', 'Biographical film', 'Romance Film']","[Composer(id=10934, name='Michel Legrand', birthday='1932-02-24', gender=2, homepage=None, place_of_birth='Bécon-les-Bruyères, Paris, France', date_first_appearance='1960-12-21')]"
2727,1973,11886.0,Robin Hood,['United States of America'],32056467.0,"['Romance Film', 'Family Film', 'Drama', 'Adventure', 'Animation']","[Composer(id=57337, name='George Bruns', birthday='1914-07-03', gender=2, homepage=None, place_of_birth='Sandy - Oregon - USA', date_first_appearance='1955-03-09')]"
2728,2009,23082.0,The Invention of Lying,"['United States of America', 'Canada']",32054454.0,"['Romantic comedy', 'Romance Film', 'Fantasy Comedy', 'Fantasy', 'Comedy']","[Composer(id=6205, name='Tim Atack', birthday='1959-04-05', gender=0, homepage=None, place_of_birth=None, date_first_appearance='1999-08-23')]"
2729,1995,1710.0,Copycat,['United States of America'],32051917.0,"['LGBT', 'Crime Thriller', 'Thriller', 'Psychological thriller']","[Composer(id=19155, name='Christopher Young', birthday='1957-04-28', gender=2, homepage=None, place_of_birth='Redbank, New Jersey, USA', date_first_appearance='1982-04-02')]"
2730,1995,451.0,Leaving Las Vegas,"['United States of America', 'France', 'United Kingdom']",32029928.0,"['Tragedy', 'Erotica', 'World cinema', 'Addiction Drama', 'Drama', 'Film adaptation', 'Romantic drama', 'Romance Film', 'Indie']","[Composer(id=6111, name='Mike Figgis', birthday='1948-02-28', gender=2, homepage=None, place_of_birth='Cumberland, England, UK', date_first_appearance='1984-09-27')]"
2731,2007,1272.0,Sunshine,"['United States of America', 'United Kingdom']",32017803.0,"['Thriller', 'Science Fiction', 'Adventure']",
2732,2010,38303.0,You Again,['United States of America'],32005248.0,"['Romantic comedy', 'Romance Film', 'Comedy', 'Slapstick']",
2733,1960,539.0,Psycho,['United States of America'],32000000.0,"['Thriller', 'Horror', 'Psychological thriller', 'Black-and-white', 'Cult', 'Slasher']","[Composer(id=1045, name='Bernard Herrmann', birthday='1911-06-29', gender=2, homepage=None, place_of_birth='New York City, New York, USA', date_first_appearance='1941-04-17')]"
2734,2009,22355.0,Vicky the Viking,['Germany'],32000000.0,"['Family-Oriented Adventure', ""Children's/Family""]","[Composer(id=37031, name='Ralf Wengenmayr', birthday='1965-04-07', gender=0, homepage=None, place_of_birth=None, date_first_appearance='2001-08-09')]"
2735,1997,8860.0,Metro,['United States of America'],31987563.0,"['Thriller', 'Crime Fiction', 'Action', 'Comedy', 'Action/Adventure']","[Composer(id=56187, name='Steve Porcaro', birthday='1957-09-02', gender=2, homepage=None, place_of_birth='Connecticut, USA', date_first_appearance='1997-01-16')]"
2736,2006,10115.0,Stick It,"['United States of America', 'Germany']",31976848.0,"['Sports', 'Comedy-drama', 'Comedy', 'Teen']","[Composer(id=7478, name='Michael Simpson', birthday=None, gender=2, homepage=None, place_of_birth=None, date_first_appearance='1999-10-15')]"
2737,1989,14621.0,Lean on Me,['United States of America'],31906454.0,"['Biography', 'Docudrama', 'Drama', 'Biopic [feature]', 'Coming of age', 'Biographical film', 'Action']","[Composer(id=10494, name='Bill Conti', birthday='1942-04-13', gender=2, homepage=None, place_of_birth=None, date_first_appearance='1976-11-21')]"
2738,2007,2882.0,Hunting and Gathering,['France'],31904005.0,"['Romantic comedy', 'Comedy']","[Composer(id=20579, name='Frédéric Botton', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='2002-11-13')]"
2739,1980,11033.0,Dressed to Kill,['United States of America'],31899000.0,"['Thriller', 'Horror', 'Erotica', 'Mystery', 'Psychological thriller', 'Erotic thriller', 'Suspense', 'Crime Thriller', 'Slasher', 'Indie']","[Composer(id=14138, name='Pino Donaggio', birthday='1941-11-24', gender=2, homepage=None, place_of_birth='Burano, Veneto, Italy', date_first_appearance='1973-01-18')]"
2740,1969,26520.0,Bob & Carol & Ted & Alice,['United States of America'],31897253.0,"['Parody', 'Romantic comedy', 'Sex comedy', 'Comedy of manners', 'Comedy-drama', 'Satire', 'Drama', 'Comedy', 'Romance Film']","[Composer(id=13301, name='Quincy Jones', birthday='1933-03-14', gender=2, homepage='http://www.quincyjones.com/', place_of_birth='Chicago, Illinois, USA', date_first_appearance='1961-09-25')]"
2741,1986,1890.0,Children of a Lesser God,['United States of America'],31853080.0,"['Romantic drama', 'Romance Film', 'Drama', 'Film adaptation']","[Composer(id=4055, name='Michael Convertino', birthday=None, gender=2, homepage=None, place_of_birth=None, date_first_appearance='1986-09-13')]"
2742,1976,10747.0,The Outlaw Josey Wales,['United States of America'],31800000.0,"['Action/Adventure', 'Revisionist Western', 'Western', 'War film']","[Composer(id=7769, name='Jerry Fielding', birthday='1922-06-17', gender=2, homepage=None, place_of_birth='Pittsburgh, Pennsylvania, USA', date_first_appearance='1962-01-01')]"
2743,1988,2383.0,The Bear,"['United States of America', 'France']",31753898.0,"['Family Film', ""Children's"", 'Drama', 'Adventure', 'Family Drama']","[Composer(id=20075, name='Philippe Sarde', birthday='1948-06-21', gender=2, homepage='http://www.philippe-sarde.com/en/', place_of_birth='Neuilly-sur-Seine, Hauts-de-Seine, France', date_first_appearance='1970-03-13')]"
2744,2013,122081.0,Spring Breakers,[],31700000.0,['Action'],"[Composer(id=8377, name='Cliff Martinez', birthday='1954-02-05', gender=2, homepage=None, place_of_birth='The Bronx, New York, USA', date_first_appearance='1989-08-04'), Composer(id=929998, name='Skrillex', birthday='1988-01-15', gender=2, homepage='https://www.skrillex.com/', place_of_birth='Highland Park, Los Angeles, California, USA', date_first_appearance='2013-01-24')]"
2745,1969,20391.0,Paint Your Wagon,['United States of America'],31678778.0,"['Roadshow theatrical release', 'Western', 'Action/Adventure', 'Musical', 'Drama', 'Comedy', 'Film adaptation']","[Composer(id=4360, name='Nelson Riddle', birthday='1921-06-01', gender=2, homepage='https://www.nelsonriddlemusic.com/', place_of_birth='Oradell, New Jersey, USA', date_first_appearance='1955-12-04')]"
2746,1981,10156.0,"History of the World, Part I",['United States of America'],31672908.0,"['Parody', 'Comedy']","[Composer(id=719, name='John Morris', birthday='1926-10-18', gender=2, homepage=None, place_of_birth='Elizabeth, New Jersey, USA', date_first_appearance='1968-03-18')]"
2747,2005,1833.0,Rent,['United States of America'],31670620.0,"['LGBT', 'Romance Film', 'Drama', 'Musical', 'Musical Drama']",
2748,1987,12919.0,Can't Buy Me Love,['United States of America'],31623833.0,"['Romantic comedy', 'Sex comedy', 'Coming of age', 'Comedy', 'Romance Film', 'Teen']","[Composer(id=43393, name='Robert Folk', birthday='1949-03-05', gender=2, homepage=None, place_of_birth='New York City, New York, USA', date_first_appearance='1981-04-11')]"
2749,2007,16555.0,Daddy's Little Girls,['United States of America'],31609243.0,"['Romantic comedy', 'Comedy-drama', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']","[Composer(id=151245, name='Brian McKnight', birthday='1969-06-05', gender=2, homepage=None, place_of_birth=None, date_first_appearance='2007-02-14')]"
2750,2001,18828.0,Double Take,['United States of America'],31603059.0,"['Crime Fiction', 'Action/Adventure', 'Action', 'Comedy']",
2751,1995,11780.0,Rob Roy,"['United States of America', 'United Kingdom']",31596911.0,"['Swashbuckler films', 'Costume drama', 'Action/Adventure', 'Period piece', 'History', 'War film', 'Drama', 'Biographical film', 'Action', 'Romance Film']",
2752,1970,11040.0,Little Big Man,['United States of America'],31559552.0,"['Adventure', 'Epic Western', 'History', 'Indian Western', 'Western', 'Action/Adventure', 'Revisionist Western', 'Period piece', 'Drama', 'Comedy', 'War film', 'Black comedy', 'Action', 'New Hollywood']",
2753,2009,19994.0,Jennifer's Body,['United States of America'],31556061.0,"['Parody', 'Horror', 'Supernatural', 'Satire', 'Comedy', 'Black comedy', 'Teen', 'Horror Comedy']","[Composer(id=10572, name='Theodore Shapiro', birthday='1971-09-29', gender=2, homepage=None, place_of_birth='Washington, District of Columbia, USA', date_first_appearance='1996-01-15'), Composer(id=1001706, name='Stephen Barton', birthday='1982-09-17', gender=2, homepage=None, place_of_birth='Preston, Lancashire, England, UK', date_first_appearance='2009-06-18')]"
